id,type,url,method,param,payload,evidence,severity,risk_score,risk_level,is_false_positive
654,idor,https://example.com/settings,PUT,file_id,191,Unauthorized access to resource file_id=191,medium,5.9,medium,False
655,command_injection,https://webapp.com/product,PUT,exec,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,critical,9.3,critical,False
656,csrf,https://example.com/admin,PUT,,,No CSRF token found in form submission,medium,3.5,low,False
657,xss,https://webapp.com/search,GET,q,<script>alert(1)</script>,Payload <script>alert(1)</script> reflected in response,low,3.5,low,False
658,command_injection,https://securitytesting.io/cart,POST,url,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,medium,4.4,medium,False
659,command_injection,https://vulnerableapp.net/product,GET,file,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,info,0.7,info,True
660,sql_injection,https://vulnerableapp.net/api/products,POST,id,admin'--,SQL error in response: You have an error in your SQL syntax near 'admin'--',medium,5.4,medium,False
661,csrf,https://webapp.com/settings,POST,,,No CSRF token found in form submission,high,7.5,high,False
662,command_injection,https://example.com/api/products,DELETE,url,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,low,3.8,low,False
663,idor,https://testsite.org/user,PUT,file_id,814,Unauthorized access to resource file_id=814,high,6.6,high,False
664,xss,https://webapp.com/checkout,PUT,comment,"""><script>alert(1)</script>","Payload ""><script>alert(1)</script> reflected in response",high,7.5,high,True
665,file_inclusion,https://vulnerableapp.net/api/users,PUT,exec,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,critical,9.6,critical,False
666,idor,https://vulnerableapp.net/admin,DELETE,doc_id,340,Unauthorized access to resource doc_id=340,low,3.3,low,True
667,file_inclusion,https://testsite.org/admin,POST,exec,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,medium,4.6,medium,False
668,file_inclusion,https://example.com/api/users,POST,url,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,high,7.1,high,False
669,idor,https://securitytesting.io/profile,DELETE,user_id,33,Unauthorized access to resource user_id=33,medium,6.0,high,False
670,sql_injection,https://securitytesting.io/settings,PUT,id,"' UNION SELECT 1,2,3 --","SQL error in response: You have an error in your SQL syntax near '' UNION SELECT 1,2,3 --'",medium,4.4,medium,True
671,xss,https://testsite.org/api/products,PUT,message,<img src=x onerror=alert(1)>,Payload <img src=x onerror=alert(1)> reflected in response,medium,5.1,medium,False
672,file_inclusion,https://securitytesting.io/login,POST,url,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,high,8.4,critical,False
673,command_injection,https://webapp.com/api/products,GET,path,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,medium,4.2,medium,False
674,idor,https://vulnerableapp.net/admin,PUT,doc_id,988,Unauthorized access to resource doc_id=988,medium,6.2,high,False
675,csrf,https://vulnerableapp.net/user,PUT,,,No CSRF token found in form submission,critical,9.4,critical,False
676,idor,https://securitytesting.io/cart,PUT,doc_id,633,Unauthorized access to resource doc_id=633,medium,4.6,medium,False
677,sql_injection,https://vulnerableapp.net/login,GET,user_id,"' UNION SELECT 1,2,3 --","SQL error in response: You have an error in your SQL syntax near '' UNION SELECT 1,2,3 --'",low,2.6,low,False
678,file_inclusion,https://testsite.org/api/products,POST,exec,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,high,6.7,high,True
679,sql_injection,https://webapp.com/user,GET,category_id,' OR 1=1 --,SQL error in response: You have an error in your SQL syntax near '' OR 1=1 --',high,7.9,high,False
680,command_injection,https://webapp.com/login,PUT,exec,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,info,2.2,low,False
681,file_inclusion,https://vulnerableapp.net/admin,POST,exec,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,medium,5.0,medium,False
682,sql_injection,https://securitytesting.io/register,GET,product_id,' OR 1=1 --,SQL error in response: You have an error in your SQL syntax near '' OR 1=1 --',low,2.6,low,False
683,idor,https://webapp.com/checkout,DELETE,doc_id,761,Unauthorized access to resource doc_id=761,low,1.9,info,True
684,file_inclusion,https://testsite.org/checkout,DELETE,path,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,high,6.8,high,False
685,file_inclusion,https://testsite.org/cart,DELETE,cmd,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,low,1.8,info,True
686,file_inclusion,https://securitytesting.io/cart,GET,file,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,high,6.2,high,False
687,command_injection,https://securitytesting.io/checkout,GET,path,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,high,7.0,high,True
688,csrf,https://webapp.com/register,GET,,,No CSRF token found in form submission,medium,6.2,high,False
689,command_injection,https://example.com/checkout,GET,file,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,low,3.3,low,False
690,xss,https://webapp.com/cart,DELETE,q,<script>alert(1)</script>,Payload <script>alert(1)</script> reflected in response,low,1.9,info,True
691,xss,https://webapp.com/profile,PUT,name,<img src=x onerror=alert(1)>,Payload <img src=x onerror=alert(1)> reflected in response,medium,4.3,medium,False
692,idor,https://securitytesting.io/settings,POST,user_id,706,Unauthorized access to resource user_id=706,info,1.0,info,False
693,xss,https://example.com/api/products,GET,name,<script>alert(1)</script>,Payload <script>alert(1)</script> reflected in response,info,0.8,info,False
694,csrf,https://vulnerableapp.net/admin,DELETE,,,No CSRF token found in form submission,high,7.5,high,False
695,xss,https://vulnerableapp.net/api/users,POST,comment,"""><script>alert(1)</script>","Payload ""><script>alert(1)</script> reflected in response",high,6.4,high,False
696,csrf,https://securitytesting.io/user,PUT,,,No CSRF token found in form submission,high,7.3,high,False
697,xss,https://webapp.com/admin,PUT,q,"""><script>alert(1)</script>","Payload ""><script>alert(1)</script> reflected in response",medium,5.8,medium,False
698,idor,https://webapp.com/api/products,GET,user_id,297,Unauthorized access to resource user_id=297,medium,4.8,medium,False
699,command_injection,https://webapp.com/admin,PUT,url,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,low,2.9,low,False
700,file_inclusion,https://example.com/profile,POST,exec,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,info,0.7,info,False
701,file_inclusion,https://securitytesting.io/login,POST,exec,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,high,8.3,critical,False
702,xss,https://testsite.org/login,POST,comment,<script>alert(1)</script>,Payload <script>alert(1)</script> reflected in response,medium,4.1,medium,False
703,file_inclusion,https://securitytesting.io/user,GET,cmd,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,medium,5.0,medium,False
704,file_inclusion,https://vulnerableapp.net/register,POST,url,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,medium,5.2,medium,False
705,sql_injection,https://testsite.org/api/users,POST,id,1' OR '1'='1,SQL error in response: You have an error in your SQL syntax near '1' OR '1'='1',high,7.5,high,False
706,idor,https://example.com/api/users,POST,account_id,52,Unauthorized access to resource account_id=52,high,8.3,critical,False
707,file_inclusion,https://example.com/product,PUT,url,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,info,0.5,info,True
708,file_inclusion,https://vulnerableapp.net/settings,POST,path,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,high,7.0,high,False
709,file_inclusion,https://example.com/product,GET,exec,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,medium,4.2,medium,False
710,idor,https://vulnerableapp.net/cart,POST,user_id,601,Unauthorized access to resource user_id=601,low,3.8,low,False
711,csrf,https://vulnerableapp.net/checkout,GET,,,No CSRF token found in form submission,medium,4.7,medium,True
712,xss,https://webapp.com/checkout,DELETE,message,<script>alert(1)</script>,Payload <script>alert(1)</script> reflected in response,medium,6.2,high,False
713,idor,https://testsite.org/profile,POST,user_id,644,Unauthorized access to resource user_id=644,medium,4.7,medium,False
714,file_inclusion,https://example.com/register,GET,file,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,high,6.4,high,True
715,sql_injection,https://securitytesting.io/search,PUT,product_id,admin'--,SQL error in response: You have an error in your SQL syntax near 'admin'--',medium,5.0,medium,False
716,xss,https://webapp.com/user,PUT,name,<img src=x onerror=alert(1)>,Payload <img src=x onerror=alert(1)> reflected in response,low,3.6,low,False
717,sql_injection,https://example.com/admin,GET,id,' OR 1=1 --,SQL error in response: You have an error in your SQL syntax near '' OR 1=1 --',medium,3.7,low,True
718,file_inclusion,https://webapp.com/checkout,GET,exec,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,info,1.2,info,False
719,idor,https://example.com/product,POST,account_id,633,Unauthorized access to resource account_id=633,low,2.4,low,False
720,command_injection,https://testsite.org/admin,DELETE,url,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,medium,4.5,medium,False
721,command_injection,https://webapp.com/login,POST,file,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,medium,4.2,medium,False
722,csrf,https://securitytesting.io/profile,GET,,,No CSRF token found in form submission,high,6.6,high,False
723,sql_injection,https://testsite.org/search,GET,product_id,' OR 1=1 --,SQL error in response: You have an error in your SQL syntax near '' OR 1=1 --',medium,5.9,medium,False
724,sql_injection,https://securitytesting.io/register,POST,product_id,' OR 1=1 --,SQL error in response: You have an error in your SQL syntax near '' OR 1=1 --',info,0.1,info,False
725,command_injection,https://example.com/register,PUT,exec,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,info,0.1,info,False
726,file_inclusion,https://webapp.com/api/users,GET,cmd,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,medium,3.4,low,False
727,xss,https://webapp.com/checkout,GET,name,<img src=x onerror=alert(1)>,Payload <img src=x onerror=alert(1)> reflected in response,medium,5.6,medium,False
728,xss,https://webapp.com/login,PUT,message,<script>alert(1)</script>,Payload <script>alert(1)</script> reflected in response,medium,4.5,medium,False
729,sql_injection,https://example.com/user,PUT,category_id,"' UNION SELECT 1,2,3 --","SQL error in response: You have an error in your SQL syntax near '' UNION SELECT 1,2,3 --'",medium,5.4,medium,False
730,command_injection,https://webapp.com/product,GET,exec,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,high,6.8,high,False
731,command_injection,https://webapp.com/admin,DELETE,cmd,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,high,6.7,high,False
732,sql_injection,https://vulnerableapp.net/api/users,DELETE,category_id,' OR 1=1 --,SQL error in response: You have an error in your SQL syntax near '' OR 1=1 --',high,6.5,high,False
733,xss,https://securitytesting.io/profile,POST,search,<script>alert(1)</script>,Payload <script>alert(1)</script> reflected in response,medium,5.8,medium,True
734,command_injection,https://securitytesting.io/search,GET,url,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,critical,9.0,critical,False
735,sql_injection,https://webapp.com/search,DELETE,id,1' OR '1'='1,SQL error in response: You have an error in your SQL syntax near '1' OR '1'='1',medium,4.4,medium,False
736,xss,https://example.com/checkout,POST,name,"""><script>alert(1)</script>","Payload ""><script>alert(1)</script> reflected in response",medium,4.9,medium,True
737,sql_injection,https://vulnerableapp.net/settings,POST,product_id,admin'--,SQL error in response: You have an error in your SQL syntax near 'admin'--',medium,5.8,medium,True
738,idor,https://vulnerableapp.net/cart,DELETE,user_id,650,Unauthorized access to resource user_id=650,medium,4.3,medium,False
739,file_inclusion,https://securitytesting.io/checkout,POST,cmd,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,medium,4.3,medium,False
740,idor,https://webapp.com/register,DELETE,account_id,869,Unauthorized access to resource account_id=869,medium,6.0,high,False
741,file_inclusion,https://securitytesting.io/product,PUT,path,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,info,0.7,info,False
742,xss,https://example.com/search,POST,message,<script>alert(1)</script>,Payload <script>alert(1)</script> reflected in response,medium,6.1,high,True
743,csrf,https://testsite.org/register,DELETE,,,No CSRF token found in form submission,high,7.5,high,False
744,csrf,https://vulnerableapp.net/product,DELETE,,,No CSRF token found in form submission,high,7.6,high,True
745,idor,https://vulnerableapp.net/checkout,PUT,account_id,820,Unauthorized access to resource account_id=820,info,0.1,info,False
746,sql_injection,https://securitytesting.io/cart,GET,id,"' UNION SELECT 1,2,3 --","SQL error in response: You have an error in your SQL syntax near '' UNION SELECT 1,2,3 --'",medium,4.0,medium,False
747,csrf,https://example.com/product,PUT,,,No CSRF token found in form submission,medium,5.3,medium,True
748,idor,https://vulnerableapp.net/product,POST,file_id,112,Unauthorized access to resource file_id=112,high,6.0,high,False
749,csrf,https://testsite.org/checkout,DELETE,,,No CSRF token found in form submission,high,5.7,medium,False
750,command_injection,https://testsite.org/login,PUT,url,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,low,2.5,low,True
751,file_inclusion,https://webapp.com/register,DELETE,url,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,medium,6.2,high,False
752,idor,https://securitytesting.io/profile,DELETE,doc_id,758,Unauthorized access to resource doc_id=758,medium,3.7,low,True
753,idor,https://vulnerableapp.net/checkout,PUT,user_id,722,Unauthorized access to resource user_id=722,low,4.1,medium,True
754,sql_injection,https://securitytesting.io/product,POST,user_id,"' UNION SELECT 1,2,3 --","SQL error in response: You have an error in your SQL syntax near '' UNION SELECT 1,2,3 --'",high,6.9,high,True
755,sql_injection,https://securitytesting.io/api/users,GET,category_id,"' UNION SELECT 1,2,3 --","SQL error in response: You have an error in your SQL syntax near '' UNION SELECT 1,2,3 --'",medium,5.3,medium,False
756,command_injection,https://securitytesting.io/admin,GET,exec,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,high,7.6,high,True
757,idor,https://vulnerableapp.net/search,PUT,user_id,318,Unauthorized access to resource user_id=318,high,8.1,critical,False
758,file_inclusion,https://securitytesting.io/register,DELETE,cmd,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,low,3.8,low,True
759,xss,https://example.com/api/products,POST,comment,<script>alert(1)</script>,Payload <script>alert(1)</script> reflected in response,medium,5.4,medium,True
760,csrf,https://testsite.org/profile,POST,,,No CSRF token found in form submission,low,2.5,low,False
761,command_injection,https://vulnerableapp.net/settings,POST,cmd,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,medium,4.2,medium,False
762,csrf,https://testsite.org/search,GET,,,No CSRF token found in form submission,low,2.2,low,True
763,idor,https://testsite.org/cart,POST,file_id,596,Unauthorized access to resource file_id=596,medium,5.3,medium,False
764,xss,https://securitytesting.io/login,PUT,message,<img src=x onerror=alert(1)>,Payload <img src=x onerror=alert(1)> reflected in response,high,8.9,critical,False
765,idor,https://securitytesting.io/checkout,POST,doc_id,591,Unauthorized access to resource doc_id=591,medium,4.4,medium,False
766,sql_injection,https://securitytesting.io/checkout,GET,id,admin'--,SQL error in response: You have an error in your SQL syntax near 'admin'--',high,6.9,high,False
767,sql_injection,https://testsite.org/search,POST,category_id,admin'--,SQL error in response: You have an error in your SQL syntax near 'admin'--',high,8.0,critical,True
768,csrf,https://example.com/settings,DELETE,,,No CSRF token found in form submission,medium,5.1,medium,False
769,file_inclusion,https://webapp.com/settings,DELETE,url,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,critical,8.6,critical,False
770,file_inclusion,https://webapp.com/api/users,DELETE,exec,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,medium,4.0,medium,True
771,csrf,https://testsite.org/api/users,DELETE,,,No CSRF token found in form submission,medium,5.4,medium,False
772,file_inclusion,https://testsite.org/api/products,PUT,cmd,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,medium,4.9,medium,False
773,xss,https://example.com/profile,GET,name,"""><script>alert(1)</script>","Payload ""><script>alert(1)</script> reflected in response",medium,3.4,low,False
774,xss,https://testsite.org/api/users,DELETE,message,<img src=x onerror=alert(1)>,Payload <img src=x onerror=alert(1)> reflected in response,medium,3.3,low,False
775,csrf,https://example.com/cart,PUT,,,No CSRF token found in form submission,medium,4.9,medium,False
776,xss,https://webapp.com/search,DELETE,search,<script>alert(1)</script>,Payload <script>alert(1)</script> reflected in response,critical,8.8,critical,False
777,sql_injection,https://example.com/profile,GET,id,"' UNION SELECT 1,2,3 --","SQL error in response: You have an error in your SQL syntax near '' UNION SELECT 1,2,3 --'",medium,4.7,medium,False
778,command_injection,https://securitytesting.io/admin,DELETE,path,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,medium,5.7,medium,False
779,idor,https://vulnerableapp.net/profile,POST,user_id,535,Unauthorized access to resource user_id=535,high,6.9,high,False
780,sql_injection,https://securitytesting.io/admin,GET,order_id,admin'--,SQL error in response: You have an error in your SQL syntax near 'admin'--',high,6.4,high,False
781,csrf,https://vulnerableapp.net/api/users,GET,,,No CSRF token found in form submission,medium,4.7,medium,True
782,xss,https://example.com/register,PUT,name,<img src=x onerror=alert(1)>,Payload <img src=x onerror=alert(1)> reflected in response,low,4.7,medium,False
783,command_injection,https://vulnerableapp.net/api/users,GET,cmd,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,high,6.3,high,True
784,idor,https://webapp.com/product,GET,file_id,15,Unauthorized access to resource file_id=15,low,3.7,low,False
785,idor,https://webapp.com/settings,GET,doc_id,516,Unauthorized access to resource doc_id=516,medium,5.1,medium,False
786,xss,https://securitytesting.io/login,DELETE,name,<img src=x onerror=alert(1)>,Payload <img src=x onerror=alert(1)> reflected in response,high,6.7,high,False
787,sql_injection,https://example.com/search,DELETE,id,1' OR '1'='1,SQL error in response: You have an error in your SQL syntax near '1' OR '1'='1',high,5.8,medium,False
788,csrf,https://securitytesting.io/product,POST,,,No CSRF token found in form submission,medium,4.1,medium,True
789,csrf,https://testsite.org/user,PUT,,,No CSRF token found in form submission,info,1.4,info,False
790,idor,https://securitytesting.io/search,POST,doc_id,729,Unauthorized access to resource doc_id=729,high,6.7,high,False
791,command_injection,https://securitytesting.io/cart,POST,exec,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,medium,4.5,medium,False
792,command_injection,https://example.com/api/products,DELETE,path,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,medium,5.0,medium,True
793,command_injection,https://example.com/settings,POST,path,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,high,6.6,high,False
794,csrf,https://testsite.org/user,GET,,,No CSRF token found in form submission,high,8.1,critical,False
795,idor,https://testsite.org/api/users,POST,file_id,60,Unauthorized access to resource file_id=60,high,5.6,medium,False
796,xss,https://example.com/api/products,DELETE,message,"""><script>alert(1)</script>","Payload ""><script>alert(1)</script> reflected in response",medium,4.1,medium,False
797,xss,https://example.com/search,POST,message,"""><script>alert(1)</script>","Payload ""><script>alert(1)</script> reflected in response",high,7.1,high,False
798,command_injection,https://example.com/user,DELETE,file,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,medium,4.2,medium,False
799,xss,https://vulnerableapp.net/cart,POST,name,<script>alert(1)</script>,Payload <script>alert(1)</script> reflected in response,low,1.2,info,True
800,csrf,https://webapp.com/register,DELETE,,,No CSRF token found in form submission,low,2.1,low,False
801,sql_injection,https://example.com/cart,DELETE,order_id,1' OR '1'='1,SQL error in response: You have an error in your SQL syntax near '1' OR '1'='1',medium,4.6,medium,True
802,sql_injection,https://vulnerableapp.net/login,GET,category_id,"' UNION SELECT 1,2,3 --","SQL error in response: You have an error in your SQL syntax near '' UNION SELECT 1,2,3 --'",critical,9.8,critical,False
803,command_injection,https://webapp.com/cart,POST,exec,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,low,1.9,info,True
804,command_injection,https://example.com/api/users,DELETE,file,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,info,1.0,info,False
805,idor,https://webapp.com/admin,GET,file_id,679,Unauthorized access to resource file_id=679,medium,5.4,medium,True
806,file_inclusion,https://securitytesting.io/login,PUT,url,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,medium,6.4,high,False
807,sql_injection,https://vulnerableapp.net/api/products,POST,id,admin'--,SQL error in response: You have an error in your SQL syntax near 'admin'--',high,7.7,high,False
808,file_inclusion,https://webapp.com/api/users,DELETE,file,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,high,7.0,high,False
809,idor,https://securitytesting.io/register,DELETE,user_id,282,Unauthorized access to resource user_id=282,critical,9.6,critical,False
810,idor,https://vulnerableapp.net/search,POST,file_id,919,Unauthorized access to resource file_id=919,medium,4.6,medium,False
811,xss,https://vulnerableapp.net/admin,PUT,search,<img src=x onerror=alert(1)>,Payload <img src=x onerror=alert(1)> reflected in response,high,8.0,critical,False
812,csrf,https://testsite.org/api/users,DELETE,,,No CSRF token found in form submission,high,7.5,high,True
813,sql_injection,https://example.com/api/products,GET,category_id,' OR 1=1 --,SQL error in response: You have an error in your SQL syntax near '' OR 1=1 --',medium,5.2,medium,False
814,command_injection,https://testsite.org/login,POST,cmd,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,high,6.6,high,False
815,file_inclusion,https://example.com/profile,POST,path,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,medium,6.2,high,True
816,command_injection,https://vulnerableapp.net/product,DELETE,path,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,low,3.1,low,False
817,command_injection,https://vulnerableapp.net/search,POST,file,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,medium,5.4,medium,False
818,sql_injection,https://testsite.org/search,DELETE,order_id,1' OR '1'='1,SQL error in response: You have an error in your SQL syntax near '1' OR '1'='1',high,7.5,high,False
819,file_inclusion,https://securitytesting.io/user,PUT,file,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,medium,4.4,medium,False
820,idor,https://securitytesting.io/login,PUT,user_id,96,Unauthorized access to resource user_id=96,critical,9.3,critical,False
821,file_inclusion,https://example.com/user,POST,exec,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,medium,4.1,medium,False
822,command_injection,https://securitytesting.io/user,DELETE,cmd,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,high,7.6,high,True
823,file_inclusion,https://example.com/user,GET,path,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,medium,5.9,medium,True
824,idor,https://example.com/settings,DELETE,file_id,972,Unauthorized access to resource file_id=972,medium,4.6,medium,False
825,sql_injection,https://securitytesting.io/profile,DELETE,user_id,admin'--,SQL error in response: You have an error in your SQL syntax near 'admin'--',medium,4.7,medium,False
826,sql_injection,https://securitytesting.io/api/products,PUT,order_id,"' UNION SELECT 1,2,3 --","SQL error in response: You have an error in your SQL syntax near '' UNION SELECT 1,2,3 --'",low,2.9,low,False
827,csrf,https://example.com/login,PUT,,,No CSRF token found in form submission,high,7.3,high,False
828,idor,https://vulnerableapp.net/settings,POST,file_id,274,Unauthorized access to resource file_id=274,high,7.5,high,False
829,command_injection,https://securitytesting.io/admin,DELETE,cmd,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,medium,4.0,medium,False
830,idor,https://securitytesting.io/api/users,PUT,doc_id,591,Unauthorized access to resource doc_id=591,medium,4.9,medium,False
831,file_inclusion,https://securitytesting.io/api/users,DELETE,path,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,medium,5.3,medium,False
832,idor,https://vulnerableapp.net/product,POST,file_id,975,Unauthorized access to resource file_id=975,medium,3.6,low,False
833,csrf,https://example.com/profile,POST,,,No CSRF token found in form submission,critical,10.0,critical,False
834,command_injection,https://example.com/search,PUT,file,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,medium,3.4,low,False
835,xss,https://testsite.org/settings,DELETE,comment,"""><script>alert(1)</script>","Payload ""><script>alert(1)</script> reflected in response",high,6.2,high,False
836,xss,https://webapp.com/login,GET,message,<img src=x onerror=alert(1)>,Payload <img src=x onerror=alert(1)> reflected in response,high,6.0,high,False
837,csrf,https://webapp.com/search,GET,,,No CSRF token found in form submission,high,8.3,critical,False
838,command_injection,https://webapp.com/settings,PUT,url,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,high,8.8,critical,False
839,command_injection,https://securitytesting.io/api/users,DELETE,path,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,medium,6.0,high,False
840,sql_injection,https://vulnerableapp.net/register,PUT,id,1' OR '1'='1,SQL error in response: You have an error in your SQL syntax near '1' OR '1'='1',high,6.8,high,True
841,csrf,https://webapp.com/settings,PUT,,,No CSRF token found in form submission,critical,9.4,critical,False
842,file_inclusion,https://vulnerableapp.net/cart,GET,cmd,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,medium,5.0,medium,False
843,idor,https://vulnerableapp.net/admin,GET,doc_id,280,Unauthorized access to resource doc_id=280,high,7.8,high,True
844,xss,https://vulnerableapp.net/checkout,DELETE,name,"""><script>alert(1)</script>","Payload ""><script>alert(1)</script> reflected in response",info,0.9,info,False
845,idor,https://example.com/profile,PUT,user_id,239,Unauthorized access to resource user_id=239,high,7.2,high,True
846,xss,https://vulnerableapp.net/checkout,PUT,name,<script>alert(1)</script>,Payload <script>alert(1)</script> reflected in response,high,7.1,high,False
847,sql_injection,https://securitytesting.io/admin,GET,user_id,admin'--,SQL error in response: You have an error in your SQL syntax near 'admin'--',high,8.2,critical,True
848,file_inclusion,https://testsite.org/search,POST,exec,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,info,0.9,info,False
849,command_injection,https://example.com/admin,POST,exec,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,low,3.1,low,False
850,sql_injection,https://vulnerableapp.net/profile,POST,id,"' UNION SELECT 1,2,3 --","SQL error in response: You have an error in your SQL syntax near '' UNION SELECT 1,2,3 --'",medium,4.8,medium,False
851,xss,https://testsite.org/api/users,POST,comment,"""><script>alert(1)</script>","Payload ""><script>alert(1)</script> reflected in response",high,6.5,high,False
852,sql_injection,https://vulnerableapp.net/api/users,POST,order_id,1' OR '1'='1,SQL error in response: You have an error in your SQL syntax near '1' OR '1'='1',low,2.5,low,True
853,file_inclusion,https://securitytesting.io/product,PUT,cmd,../../../etc/passwd,Successful exploitation with payload: ../../../etc/passwd,high,6.1,high,False
854,file_inclusion,https://webapp.com/api/users,POST,file,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,medium,4.7,medium,False
855,xss,https://testsite.org/search,GET,comment,"""><script>alert(1)</script>","Payload ""><script>alert(1)</script> reflected in response",medium,3.6,low,False
856,idor,https://testsite.org/profile,DELETE,file_id,988,Unauthorized access to resource file_id=988,medium,6.0,high,False
857,csrf,https://vulnerableapp.net/user,POST,,,No CSRF token found in form submission,low,3.1,low,True
858,sql_injection,https://webapp.com/profile,DELETE,product_id,1' OR '1'='1,SQL error in response: You have an error in your SQL syntax near '1' OR '1'='1',high,7.5,high,True
859,command_injection,https://example.com/user,POST,path,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,high,7.1,high,False
860,file_inclusion,https://webapp.com/login,GET,url,?cmd=whoami,Successful exploitation with payload: ?cmd=whoami,medium,4.8,medium,True
861,csrf,https://webapp.com/register,DELETE,,,No CSRF token found in form submission,medium,5.6,medium,False
862,sql_injection,https://securitytesting.io/profile,GET,product_id,"' UNION SELECT 1,2,3 --","SQL error in response: You have an error in your SQL syntax near '' UNION SELECT 1,2,3 --'",medium,5.6,medium,False
863,csrf,https://webapp.com/user,POST,,,No CSRF token found in form submission,high,7.2,high,False
864,csrf,https://webapp.com/settings,DELETE,,,No CSRF token found in form submission,info,1.6,info,False
865,idor,https://vulnerableapp.net/profile,PUT,file_id,268,Unauthorized access to resource file_id=268,high,6.4,high,False
866,command_injection,https://testsite.org/api/users,PUT,url,| cat /etc/passwd,Successful exploitation with payload: | cat /etc/passwd,medium,4.2,medium,True
867,csrf,https://securitytesting.io/admin,GET,,,No CSRF token found in form submission,high,7.9,high,False
868,idor,https://example.com/register,PUT,doc_id,70,Unauthorized access to resource doc_id=70,high,8.8,critical,False
